Fecha,Hora,ZP,imecas,zona,contaminante,color
2019-05-02,11,NESO2,2.0,NE,SO2,gray
2019-05-02,12,NESO2,2.0,NE,SO2,gray
2019-05-02,13,NESO2,2.0,NE,SO2,gray
2019-05-02,14,NESO2,2.0,NE,SO2,gray
2019-05-02,15,NESO2,2.0,NE,SO2,gray
2019-05-02,16,NESO2,2.0,NE,SO2,gray
2019-05-02,17,NESO2,2.0,NE,SO2,gray
2019-05-02,18,NESO2,2.0,NE,SO2,gray
2019-05-02,19,NESO2,2.0,NE,SO2,gray
2019-05-02,20,NESO2,2.0,NE,SO2,gray
2019-05-02,21,NESO2,2.0,NE,SO2,gray
2019-05-02,22,NESO2,2.0,NE,SO2,gray
2019-05-02,23,NESO2,2.0,NE,SO2,gray
2019-05-02,24,NESO2,2.0,NE,SO2,gray
2019-05-03,1,NESO2,2.0,NE,SO2,gray
2019-05-03,2,NESO2,2.0,NE,SO2,gray
2019-05-03,3,NESO2,2.0,NE,SO2,gray
2019-05-03,4,NESO2,2.0,NE,SO2,gray
2019-05-03,5,NESO2,2.0,NE,SO2,gray
2019-05-03,6,NESO2,2.0,NE,SO2,gray
2019-05-03,7,NESO2,2.0,NE,SO2,gray
2019-05-03,8,NESO2,2.0,NE,SO2,gray
2019-05-03,9,NESO2,2.0,NE,SO2,gray
2019-05-03,10,NESO2,2.0,NE,SO2,gray
2019-05-03,11,NESO2,2.0,NE,SO2,gray
2019-05-03,12,NESO2,2.0,NE,SO2,gray
2019-05-03,13,NESO2,2.0,NE,SO2,gray
2019-05-03,14,NESO2,2.0,NE,SO2,gray
2019-05-03,15,NESO2,2.0,NE,SO2,gray
2019-05-03,16,NESO2,2.0,NE,SO2,gray
2019-05-03,17,NESO2,2.0,NE,SO2,gray
2019-05-03,18,NESO2,2.0,NE,SO2,gray
2019-05-03,19,NESO2,2.0,NE,SO2,gray
2019-05-03,20,NESO2,2.0,NE,SO2,gray
2019-05-03,21,NESO2,2.0,NE,SO2,gray
2019-05-03,22,NESO2,2.0,NE,SO2,gray
2019-05-03,23,NESO2,2.0,NE,SO2,gray
2019-05-03,24,NESO2,2.0,NE,SO2,gray
2019-05-04,1,NESO2,2.0,NE,SO2,gray
2019-05-04,2,NESO2,2.0,NE,SO2,gray
2019-05-04,3,NESO2,2.0,NE,SO2,gray
2019-05-04,4,NESO2,2.0,NE,SO2,gray
2019-05-04,5,NESO2,2.0,NE,SO2,gray
2019-05-04,6,NESO2,2.0,NE,SO2,gray
2019-05-04,7,NESO2,2.0,NE,SO2,gray
2019-05-04,8,NESO2,2.0,NE,SO2,gray
2019-05-04,9,NESO2,2.0,NE,SO2,gray
2019-05-04,10,NESO2,2.0,NE,SO2,gray
2019-05-04,11,NESO2,2.0,NE,SO2,gray
2019-05-04,12,NESO2,2.0,NE,SO2,gray
2019-05-04,13,NESO2,2.0,NE,SO2,gray
2019-05-04,14,NESO2,2.0,NE,SO2,gray
2019-05-04,15,NESO2,2.0,NE,SO2,gray
2019-05-04,16,NESO2,2.0,NE,SO2,gray
2019-05-04,17,NESO2,2.0,NE,SO2,gray
2019-05-04,18,NESO2,2.0,NE,SO2,gray
2019-05-04,19,NESO2,2.0,NE,SO2,gray
2019-05-04,20,NESO2,2.0,NE,SO2,gray
2019-05-04,21,NESO2,2.0,NE,SO2,gray
2019-05-04,22,NESO2,2.0,NE,SO2,gray
2019-05-04,23,NESO2,2.0,NE,SO2,gray
2019-05-04,24,NESO2,2.0,NE,SO2,gray
2019-05-05,1,NESO2,2.0,NE,SO2,gray
2019-05-05,2,NESO2,2.0,NE,SO2,gray
2019-05-05,3,NESO2,2.0,NE,SO2,gray
2019-05-05,4,NESO2,2.0,NE,SO2,gray
2019-05-05,5,NESO2,2.0,NE,SO2,gray
2019-05-05,6,NESO2,2.0,NE,SO2,gray
2019-05-05,7,NESO2,2.0,NE,SO2,gray
2019-05-05,8,NESO2,2.0,NE,SO2,gray
2019-05-05,9,NESO2,2.0,NE,SO2,gray
2019-05-05,10,NESO2,2.0,NE,SO2,gray
2019-05-05,11,NESO2,2.0,NE,SO2,gray
2019-05-05,12,NESO2,2.0,NE,SO2,gray
2019-05-05,13,NESO2,2.0,NE,SO2,gray
2019-05-05,14,NESO2,2.0,NE,SO2,gray
2019-05-05,15,NESO2,2.0,NE,SO2,gray
2019-05-05,16,NESO2,2.0,NE,SO2,gray
2019-05-05,17,NESO2,2.0,NE,SO2,gray
2019-05-05,18,NESO2,2.0,NE,SO2,gray
2019-05-05,19,NESO2,2.0,NE,SO2,gray
2019-05-05,20,NESO2,2.0,NE,SO2,gray
2019-05-05,21,NESO2,2.0,NE,SO2,gray
2019-05-05,22,NESO2,2.0,NE,SO2,gray
2019-05-05,23,NESO2,2.0,NE,SO2,gray
2019-05-05,24,NESO2,2.0,NE,SO2,gray
2019-05-06,1,NESO2,2.0,NE,SO2,gray
2019-05-06,2,NESO2,2.0,NE,SO2,gray
2019-05-06,3,NESO2,2.0,NE,SO2,gray
2019-05-06,4,NESO2,2.0,NE,SO2,gray
2019-05-06,5,NESO2,2.0,NE,SO2,gray
2019-05-06,6,NESO2,2.0,NE,SO2,gray
2019-05-06,7,NESO2,2.0,NE,SO2,gray
2019-05-06,8,NESO2,2.0,NE,SO2,gray
2019-05-06,9,NESO2,2.0,NE,SO2,gray
2019-05-06,10,NESO2,2.0,NE,SO2,gray
2019-05-06,11,NESO2,2.0,NE,SO2,gray
2019-05-06,12,NESO2,2.0,NE,SO2,gray
2019-05-06,13,NESO2,2.0,NE,SO2,gray
2019-05-06,14,NESO2,2.0,NE,SO2,gray
2019-05-06,15,NESO2,2.0,NE,SO2,gray
2019-05-06,16,NESO2,2.0,NE,SO2,gray
2019-05-06,17,NESO2,2.0,NE,SO2,gray
2019-05-06,18,NESO2,2.0,NE,SO2,gray
2019-05-06,19,NESO2,2.0,NE,SO2,gray
2019-05-06,20,NESO2,2.0,NE,SO2,gray
2019-05-06,21,NESO2,2.0,NE,SO2,gray
2019-05-06,22,NESO2,2.0,NE,SO2,gray
2019-05-06,23,NESO2,2.0,NE,SO2,gray
2019-05-06,24,NESO2,2.0,NE,SO2,gray
2019-05-07,1,NESO2,2.0,NE,SO2,gray
2019-05-07,2,NESO2,2.0,NE,SO2,gray
2019-05-07,3,NESO2,2.0,NE,SO2,gray
2019-05-07,4,NESO2,2.0,NE,SO2,gray
2019-05-07,5,NESO2,2.0,NE,SO2,gray
2019-05-07,6,NESO2,2.0,NE,SO2,gray
2019-05-07,7,NESO2,2.0,NE,SO2,gray
2019-05-07,8,NESO2,2.0,NE,SO2,gray
2019-05-07,9,NESO2,2.0,NE,SO2,gray
2019-05-07,10,NESO2,2.0,NE,SO2,gray
2019-05-07,11,NESO2,2.0,NE,SO2,gray
2019-05-07,12,NESO2,2.0,NE,SO2,gray
2019-05-07,13,NESO2,2.0,NE,SO2,gray
2019-05-07,14,NESO2,2.0,NE,SO2,gray
2019-05-07,15,NESO2,2.0,NE,SO2,gray
2019-05-07,16,NESO2,2.0,NE,SO2,gray
2019-05-07,17,NESO2,2.0,NE,SO2,gray
2019-05-07,18,NESO2,2.0,NE,SO2,gray
2019-05-07,19,NESO2,2.0,NE,SO2,gray
2019-05-07,20,NESO2,2.0,NE,SO2,gray
2019-05-07,21,NESO2,3.0,NE,SO2,gray
2019-05-07,22,NESO2,3.0,NE,SO2,gray
2019-05-07,23,NESO2,3.0,NE,SO2,gray
2019-05-07,24,NESO2,3.0,NE,SO2,gray
2019-05-08,1,NESO2,3.0,NE,SO2,gray
2019-05-08,2,NESO2,3.0,NE,SO2,gray
2019-05-08,3,NESO2,3.0,NE,SO2,gray
2019-05-08,4,NESO2,2.0,NE,SO2,gray
2019-05-08,5,NESO2,2.0,NE,SO2,gray
2019-05-08,6,NESO2,2.0,NE,SO2,gray
2019-05-08,7,NESO2,2.0,NE,SO2,gray
2019-05-08,8,NESO2,2.0,NE,SO2,gray
2019-05-08,9,NESO2,2.0,NE,SO2,gray
2019-05-08,10,NESO2,2.0,NE,SO2,gray
2019-05-08,11,NESO2,2.0,NE,SO2,gray
2019-05-08,12,NESO2,2.0,NE,SO2,gray
2019-05-08,13,NESO2,2.0,NE,SO2,gray
2019-05-08,14,NESO2,2.0,NE,SO2,gray
2019-05-08,15,NESO2,2.0,NE,SO2,gray
2019-05-08,16,NESO2,2.0,NE,SO2,gray
2019-05-08,17,NESO2,2.0,NE,SO2,gray
2019-05-08,18,NESO2,2.0,NE,SO2,gray
2019-05-08,19,NESO2,2.0,NE,SO2,gray
2019-05-08,20,NESO2,2.0,NE,SO2,gray
2019-05-08,21,NESO2,2.0,NE,SO2,gray
2019-05-08,22,NESO2,2.0,NE,SO2,gray
2019-05-08,23,NESO2,2.0,NE,SO2,gray
2019-05-08,24,NESO2,2.0,NE,SO2,gray
2019-05-09,1,NESO2,2.0,NE,SO2,gray
2019-05-09,2,NESO2,2.0,NE,SO2,gray
2019-05-09,3,NESO2,2.0,NE,SO2,gray
2019-05-09,4,NESO2,2.0,NE,SO2,gray
2019-05-09,5,NESO2,2.0,NE,SO2,gray
2019-05-09,6,NESO2,2.0,NE,SO2,gray
2019-05-09,7,NESO2,2.0,NE,SO2,gray
2019-05-09,8,NESO2,2.0,NE,SO2,gray
2019-05-09,9,NESO2,2.0,NE,SO2,gray
2019-05-09,10,NESO2,2.0,NE,SO2,gray
2019-05-09,11,NESO2,2.0,NE,SO2,gray
2019-05-09,12,NESO2,2.0,NE,SO2,gray
2019-05-09,13,NESO2,2.0,NE,SO2,gray
2019-05-09,14,NESO2,2.0,NE,SO2,gray
2019-05-09,15,NESO2,2.0,NE,SO2,gray
2019-05-09,16,NESO2,2.0,NE,SO2,gray
2019-05-09,17,NESO2,2.0,NE,SO2,gray
2019-05-09,18,NESO2,2.0,NE,SO2,gray
2019-05-09,19,NESO2,2.0,NE,SO2,gray
2019-05-09,20,NESO2,2.0,NE,SO2,gray
2019-05-09,21,NESO2,2.0,NE,SO2,gray
2019-05-09,22,NESO2,2.0,NE,SO2,gray
2019-05-09,23,NESO2,2.0,NE,SO2,gray
2019-05-09,24,NESO2,2.0,NE,SO2,gray
2019-05-10,1,NESO2,2.0,NE,SO2,gray
2019-05-10,2,NESO2,2.0,NE,SO2,gray
2019-05-10,3,NESO2,2.0,NE,SO2,gray
2019-05-10,4,NESO2,2.0,NE,SO2,gray
2019-05-10,5,NESO2,2.0,NE,SO2,gray
2019-05-10,6,NESO2,2.0,NE,SO2,gray
2019-05-10,7,NESO2,2.0,NE,SO2,gray
2019-05-10,8,NESO2,2.0,NE,SO2,gray
2019-05-10,9,NESO2,2.0,NE,SO2,gray
2019-05-10,10,NESO2,2.0,NE,SO2,gray
2019-05-10,11,NESO2,2.0,NE,SO2,gray
2019-05-10,12,NESO2,2.0,NE,SO2,gray
2019-05-10,13,NESO2,2.0,NE,SO2,gray
2019-05-10,14,NESO2,2.0,NE,SO2,gray
2019-05-10,15,NESO2,2.0,NE,SO2,gray
2019-05-10,16,NESO2,2.0,NE,SO2,gray
2019-05-10,17,NESO2,2.0,NE,SO2,gray
2019-05-10,18,NESO2,2.0,NE,SO2,gray
2019-05-10,19,NESO2,2.0,NE,SO2,gray
2019-05-10,20,NESO2,2.0,NE,SO2,gray
2019-05-10,21,NESO2,2.0,NE,SO2,gray
2019-05-10,22,NESO2,2.0,NE,SO2,gray
2019-05-10,23,NESO2,2.0,NE,SO2,gray
2019-05-10,24,NESO2,2.0,NE,SO2,gray
2019-05-11,1,NESO2,2.0,NE,SO2,gray
2019-05-11,2,NESO2,2.0,NE,SO2,gray
2019-05-11,3,NESO2,2.0,NE,SO2,gray
2019-05-11,4,NESO2,4.0,NE,SO2,gray
2019-05-11,5,NESO2,6.0,NE,SO2,gray
2019-05-11,6,NESO2,8.0,NE,SO2,gray
2019-05-11,7,NESO2,10.0,NE,SO2,gray
2019-05-11,8,NESO2,10.0,NE,SO2,gray
2019-05-11,9,NESO2,11.0,NE,SO2,gray
2019-05-11,10,NESO2,13.0,NE,SO2,gray
2019-05-11,11,NESO2,16.0,NE,SO2,gray
2019-05-11,12,NESO2,18.0,NE,SO2,gray
2019-05-11,13,NESO2,18.0,NE,SO2,gray
2019-05-11,14,NESO2,18.0,NE,SO2,gray
2019-05-11,15,NESO2,18.0,NE,SO2,gray
2019-05-11,16,NESO2,18.0,NE,SO2,gray
2019-05-11,17,NESO2,18.0,NE,SO2,gray
2019-05-11,18,NESO2,18.0,NE,SO2,gray
2019-05-11,19,NESO2,19.0,NE,SO2,gray
2019-05-11,20,NESO2,19.0,NE,SO2,gray
2019-05-11,21,NESO2,19.0,NE,SO2,gray
2019-05-11,22,NESO2,19.0,NE,SO2,gray
2019-05-11,23,NESO2,19.0,NE,SO2,gray
2019-05-11,24,NESO2,19.0,NE,SO2,gray
2019-05-12,1,NESO2,19.0,NE,SO2,gray
2019-05-12,2,NESO2,19.0,NE,SO2,gray
2019-05-12,3,NESO2,18.0,NE,SO2,gray
2019-05-12,4,NESO2,16.0,NE,SO2,gray
2019-05-12,5,NESO2,14.0,NE,SO2,gray
2019-05-12,6,NESO2,12.0,NE,SO2,gray
2019-05-12,7,NESO2,11.0,NE,SO2,gray
2019-05-12,8,NESO2,10.0,NE,SO2,gray
2019-05-12,9,NESO2,10.0,NE,SO2,gray
2019-05-12,10,NESO2,8.0,NE,SO2,gray
2019-05-12,11,NESO2,5.0,NE,SO2,gray
2019-05-12,12,NESO2,4.0,NE,SO2,gray
2019-05-12,13,NESO2,4.0,NE,SO2,gray
2019-05-12,14,NESO2,3.0,NE,SO2,gray
2019-05-12,15,NESO2,3.0,NE,SO2,gray
2019-05-12,16,NESO2,3.0,NE,SO2,gray
2019-05-12,17,NESO2,3.0,NE,SO2,gray
2019-05-12,18,NESO2,3.0,NE,SO2,gray
2019-05-12,19,NESO2,3.0,NE,SO2,gray
2019-05-12,20,NESO2,3.0,NE,SO2,gray
2019-05-12,21,NESO2,3.0,NE,SO2,gray
2019-05-12,22,NESO2,3.0,NE,SO2,gray
2019-05-12,23,NESO2,3.0,NE,SO2,gray
2019-05-12,24,NESO2,3.0,NE,SO2,gray
2019-05-13,1,NESO2,3.0,NE,SO2,gray
2019-05-13,2,NESO2,3.0,NE,SO2,gray
2019-05-13,3,NESO2,3.0,NE,SO2,gray
2019-05-13,4,NESO2,3.0,NE,SO2,gray
2019-05-13,5,NESO2,3.0,NE,SO2,gray
2019-05-13,6,NESO2,3.0,NE,SO2,gray
2019-05-13,7,NESO2,3.0,NE,SO2,gray
2019-05-13,8,NESO2,3.0,NE,SO2,gray
2019-05-13,9,NESO2,3.0,NE,SO2,gray
2019-05-13,10,NESO2,3.0,NE,SO2,gray
2019-05-13,11,NESO2,3.0,NE,SO2,gray
2019-05-13,12,NESO2,3.0,NE,SO2,gray
2019-05-13,13,NESO2,4.0,NE,SO2,gray
2019-05-13,14,NESO2,4.0,NE,SO2,gray
2019-05-13,15,NESO2,4.0,NE,SO2,gray
2019-05-13,16,NESO2,4.0,NE,SO2,gray
2019-05-13,17,NESO2,4.0,NE,SO2,gray
2019-05-13,18,NESO2,4.0,NE,SO2,gray
2019-05-13,19,NESO2,4.0,NE,SO2,gray
2019-05-13,20,NESO2,4.0,NE,SO2,gray
2019-05-13,21,NESO2,4.0,NE,SO2,gray
2019-05-13,22,NESO2,4.0,NE,SO2,gray
2019-05-13,23,NESO2,4.0,NE,SO2,gray
2019-05-13,24,NESO2,4.0,NE,SO2,gray
2019-05-14,1,NESO2,4.0,NE,SO2,gray
2019-05-14,2,NESO2,4.0,NE,SO2,gray
2019-05-14,3,NESO2,3.0,NE,SO2,gray
2019-05-14,4,NESO2,3.0,NE,SO2,gray
2019-05-14,5,NESO2,3.0,NE,SO2,gray
2019-05-14,6,NESO2,3.0,NE,SO2,gray
2019-05-14,7,NESO2,3.0,NE,SO2,gray
2019-05-14,8,NESO2,3.0,NE,SO2,gray
2019-05-14,9,NESO2,4.0,NE,SO2,gray
2019-05-14,10,NESO2,4.0,NE,SO2,gray
2019-05-14,11,NESO2,4.0,NE,SO2,gray
2019-05-14,12,NESO2,4.0,NE,SO2,gray
2019-05-14,13,NESO2,4.0,NE,SO2,gray
2019-05-14,14,NESO2,4.0,NE,SO2,gray
2019-05-14,15,NESO2,4.0,NE,SO2,gray
2019-05-14,16,NESO2,4.0,NE,SO2,gray
2019-05-14,17,NESO2,4.0,NE,SO2,gray
2019-05-14,18,NESO2,4.0,NE,SO2,gray
2019-05-14,19,NESO2,4.0,NE,SO2,gray
2019-05-14,20,NESO2,4.0,NE,SO2,gray
2019-05-14,21,NESO2,4.0,NE,SO2,gray
2019-05-14,22,NESO2,4.0,NE,SO2,gray
2019-05-14,23,NESO2,4.0,NE,SO2,gray
2019-05-14,24,NESO2,4.0,NE,SO2,gray
2019-05-15,1,NESO2,5.0,NE,SO2,gray
2019-05-15,2,NESO2,5.0,NE,SO2,gray
2019-05-15,3,NESO2,5.0,NE,SO2,gray
2019-05-15,4,NESO2,5.0,NE,SO2,gray
2019-05-15,5,NESO2,6.0,NE,SO2,gray
2019-05-15,6,NESO2,7.0,NE,SO2,gray
2019-05-15,7,NESO2,7.0,NE,SO2,gray
2019-05-15,8,NESO2,7.0,NE,SO2,gray
2019-05-15,9,NESO2,7.0,NE,SO2,gray
2019-05-15,10,NESO2,7.0,NE,SO2,gray
2019-05-15,11,NESO2,7.0,NE,SO2,gray
2019-05-15,12,NESO2,7.0,NE,SO2,gray
2019-05-15,13,NESO2,7.0,NE,SO2,gray
2019-05-15,14,NESO2,7.0,NE,SO2,gray
2019-05-15,15,NESO2,7.0,NE,SO2,gray
2019-05-15,16,NESO2,7.0,NE,SO2,gray
2019-05-15,17,NESO2,7.0,NE,SO2,gray
2019-05-15,18,NESO2,7.0,NE,SO2,gray
2019-05-15,19,NESO2,7.0,NE,SO2,gray
2019-05-15,20,NESO2,7.0,NE,SO2,gray
2019-05-15,21,NESO2,7.0,NE,SO2,gray
2019-05-15,22,NESO2,7.0,NE,SO2,gray
2019-05-15,23,NESO2,7.0,NE,SO2,gray
2019-05-15,24,NESO2,7.0,NE,SO2,gray
2019-05-16,1,NESO2,6.0,NE,SO2,red
2019-05-16,2,NESO2,6.0,NE,SO2,red
2019-05-16,3,NESO2,5.0,NE,SO2,red
2019-05-16,4,NESO2,5.0,NE,SO2,red
2019-05-16,5,NESO2,4.0,NE,SO2,red
2019-05-16,6,NESO2,3.0,NE,SO2,red
2019-05-16,7,NESO2,3.0,NE,SO2,red
2019-05-16,8,NESO2,3.0,NE,SO2,red
2019-05-16,9,NESO2,3.0,NE,SO2,red
2019-05-16,10,NESO2,3.0,NE,SO2,red
2019-05-16,11,NESO2,2.0,NE,SO2,red
2019-05-16,12,NESO2,2.0,NE,SO2,red
2019-05-16,13,NESO2,2.0,NE,SO2,red
2019-05-16,14,NESO2,2.0,NE,SO2,red
2019-05-16,15,NESO2,2.0,NE,SO2,red
2019-05-16,16,NESO2,2.0,NE,SO2,red
2019-05-01,1,NENO2,0.0,NE,NO2,gray
2019-05-01,2,NENO2,0.0,NE,NO2,gray
2019-05-01,3,NENO2,0.0,NE,NO2,gray
2019-05-01,4,NENO2,0.0,NE,NO2,gray
2019-05-01,5,NENO2,14.0,NE,NO2,gray
2019-05-01,6,NENO2,15.0,NE,NO2,gray
2019-05-01,7,NENO2,15.0,NE,NO2,gray
2019-05-01,8,NENO2,14.0,NE,NO2,gray
2019-05-01,9,NENO2,16.0,NE,NO2,gray
2019-05-01,10,NENO2,19.0,NE,NO2,gray
2019-05-01,11,NENO2,22.0,NE,NO2,gray
2019-05-01,12,NENO2,20.0,NE,NO2,gray
2019-05-01,13,NENO2,8.0,NE,NO2,gray
2019-05-01,14,NENO2,4.0,NE,NO2,gray
2019-05-01,15,NENO2,4.0,NE,NO2,gray
2019-05-01,16,NENO2,4.0,NE,NO2,gray
2019-05-01,17,NENO2,4.0,NE,NO2,gray
2019-05-01,18,NENO2,7.0,NE,NO2,gray
2019-05-01,19,NENO2,8.0,NE,NO2,gray
2019-05-01,20,NENO2,12.0,NE,NO2,gray
2019-05-01,21,NENO2,8.0,NE,NO2,gray
2019-05-01,22,NENO2,9.0,NE,NO2,gray
2019-05-01,23,NENO2,11.0,NE,NO2,gray
2019-05-01,24,NENO2,8.0,NE,NO2,gray
2019-05-02,1,NENO2,8.0,NE,NO2,gray
2019-05-02,2,NENO2,14.0,NE,NO2,gray
2019-05-02,3,NENO2,12.0,NE,NO2,gray
2019-05-02,4,NENO2,12.0,NE,NO2,gray
2019-05-02,5,NENO2,11.0,NE,NO2,gray
2019-05-02,6,NENO2,13.0,NE,NO2,gray
2019-05-02,7,NENO2,16.0,NE,NO2,gray
2019-05-02,8,NENO2,17.0,NE,NO2,gray
2019-05-02,9,NENO2,19.0,NE,NO2,gray
2019-05-02,10,NENO2,24.0,NE,NO2,gray
2019-05-02,11,NENO2,22.0,NE,NO2,gray
2019-05-02,12,NENO2,19.0,NE,NO2,gray
2019-05-02,13,NENO2,12.0,NE,NO2,gray
2019-05-02,14,NENO2,7.0,NE,NO2,gray
2019-05-02,15,NENO2,4.0,NE,NO2,gray
2019-05-02,16,NENO2,4.0,NE,NO2,gray
2019-05-02,17,NENO2,5.0,NE,NO2,gray
2019-05-02,18,NENO2,8.0,NE,NO2,gray
2019-05-02,19,NENO2,12.0,NE,NO2,gray
2019-05-02,20,NENO2,10.0,NE,NO2,gray
2019-05-02,21,NENO2,6.0,NE,NO2,gray
2019-05-02,22,NENO2,7.0,NE,NO2,gray
2019-05-02,23,NENO2,15.0,NE,NO2,gray
2019-05-02,24,NENO2,16.0,NE,NO2,gray
2019-05-03,1,NENO2,14.0,NE,NO2,gray
2019-05-03,2,NENO2,18.0,NE,NO2,gray
2019-05-03,3,NENO2,16.0,NE,NO2,gray
2019-05-03,4,NENO2,18.0,NE,NO2,gray
2019-05-03,5,NENO2,17.0,NE,NO2,gray
2019-05-03,6,NENO2,14.0,NE,NO2,gray
2019-05-03,7,NENO2,20.0,NE,NO2,gray
2019-05-03,8,NENO2,24.0,NE,NO2,gray
2019-05-03,9,NENO2,28.0,NE,NO2,gray
2019-05-03,10,NENO2,28.0,NE,NO2,gray
2019-05-03,11,NENO2,26.0,NE,NO2,gray
2019-05-03,12,NENO2,18.0,NE,NO2,gray
2019-05-03,13,NENO2,8.0,NE,NO2,gray
2019-05-03,14,NENO2,7.0,NE,NO2,gray
2019-05-03,15,NENO2,9.0,NE,NO2,gray
2019-05-03,16,NENO2,10.0,NE,NO2,gray
2019-05-03,17,NENO2,16.0,NE,NO2,gray
2019-05-03,18,NENO2,13.0,NE,NO2,gray
2019-05-03,19,NENO2,13.0,NE,NO2,gray
2019-05-03,20,NENO2,16.0,NE,NO2,gray
2019-05-03,21,NENO2,26.0,NE,NO2,gray
2019-05-03,22,NENO2,28.0,NE,NO2,gray
2019-05-03,23,NENO2,33.0,NE,NO2,gray
2019-05-03,24,NENO2,34.0,NE,NO2,gray
2019-05-04,1,NENO2,32.0,NE,NO2,gray
2019-05-04,2,NENO2,30.0,NE,NO2,gray
2019-05-04,3,NENO2,27.0,NE,NO2,gray
2019-05-04,4,NENO2,25.0,NE,NO2,gray
2019-05-04,5,NENO2,25.0,NE,NO2,gray
2019-05-04,6,NENO2,24.0,NE,NO2,gray
2019-05-04,7,NENO2,26.0,NE,NO2,gray
2019-05-04,8,NENO2,26.0,NE,NO2,gray
2019-05-04,9,NENO2,32.0,NE,NO2,gray
2019-05-04,10,NENO2,39.0,NE,NO2,gray
2019-05-04,11,NENO2,35.0,NE,NO2,gray
2019-05-04,12,NENO2,13.0,NE,NO2,gray
2019-05-04,13,NENO2,9.0,NE,NO2,gray
2019-05-04,14,NENO2,8.0,NE,NO2,gray
2019-05-04,15,NENO2,8.0,NE,NO2,gray
2019-05-04,16,NENO2,8.0,NE,NO2,gray
2019-05-04,17,NENO2,10.0,NE,NO2,gray
2019-05-04,18,NENO2,10.0,NE,NO2,gray
2019-05-04,19,NENO2,10.0,NE,NO2,gray
2019-05-04,20,NENO2,12.0,NE,NO2,gray
2019-05-04,21,NENO2,17.0,NE,NO2,gray
2019-05-04,22,NENO2,10.0,NE,NO2,gray
2019-05-04,23,NENO2,20.0,NE,NO2,gray
2019-05-04,24,NENO2,28.0,NE,NO2,gray
2019-05-05,1,NENO2,28.0,NE,NO2,gray
2019-05-05,2,NENO2,25.0,NE,NO2,gray
2019-05-05,3,NENO2,23.0,NE,NO2,gray
2019-05-05,4,NENO2,19.0,NE,NO2,gray
2019-05-05,5,NENO2,17.0,NE,NO2,gray
2019-05-05,6,NENO2,19.0,NE,NO2,gray
2019-05-05,7,NENO2,18.0,NE,NO2,gray
2019-05-05,8,NENO2,20.0,NE,NO2,gray
2019-05-05,9,NENO2,20.0,NE,NO2,gray
2019-05-05,10,NENO2,19.0,NE,NO2,gray
2019-05-05,11,NENO2,13.0,NE,NO2,gray
2019-05-05,12,NENO2,8.0,NE,NO2,gray
2019-05-05,13,NENO2,6.0,NE,NO2,gray
2019-05-05,14,NENO2,7.0,NE,NO2,gray
2019-05-05,15,NENO2,9.0,NE,NO2,gray
2019-05-05,16,NENO2,6.0,NE,NO2,gray
2019-05-05,17,NENO2,6.0,NE,NO2,gray
2019-05-05,18,NENO2,8.0,NE,NO2,gray
2019-05-05,19,NENO2,8.0,NE,NO2,gray
2019-05-05,20,NENO2,10.0,NE,NO2,gray
2019-05-05,21,NENO2,21.0,NE,NO2,gray
2019-05-05,22,NENO2,23.0,NE,NO2,gray
2019-05-05,23,NENO2,19.0,NE,NO2,gray
2019-05-05,24,NENO2,23.0,NE,NO2,gray
2019-05-06,1,NENO2,19.0,NE,NO2,gray
2019-05-06,2,NENO2,15.0,NE,NO2,gray
2019-05-06,3,NENO2,11.0,NE,NO2,gray
2019-05-06,4,NENO2,12.0,NE,NO2,gray
2019-05-06,5,NENO2,17.0,NE,NO2,gray
2019-05-06,6,NENO2,20.0,NE,NO2,gray
2019-05-06,7,NENO2,23.0,NE,NO2,gray
2019-05-06,8,NENO2,22.0,NE,NO2,gray
2019-05-06,9,NENO2,24.0,NE,NO2,gray
2019-05-06,10,NENO2,29.0,NE,NO2,gray
2019-05-06,11,NENO2,18.0,NE,NO2,gray
2019-05-06,12,NENO2,12.0,NE,NO2,gray
2019-05-06,13,NENO2,5.0,NE,NO2,gray
2019-05-06,14,NENO2,5.0,NE,NO2,gray
2019-05-06,15,NENO2,5.0,NE,NO2,gray
2019-05-06,16,NENO2,6.0,NE,NO2,gray
2019-05-06,17,NENO2,7.0,NE,NO2,gray
2019-05-06,18,NENO2,7.0,NE,NO2,gray
2019-05-06,19,NENO2,7.0,NE,NO2,gray
2019-05-06,20,NENO2,12.0,NE,NO2,gray
2019-05-06,21,NENO2,19.0,NE,NO2,gray
2019-05-06,22,NENO2,21.0,NE,NO2,gray
2019-05-06,23,NENO2,28.0,NE,NO2,gray
2019-05-06,24,NENO2,29.0,NE,NO2,gray
2019-05-07,1,NENO2,0.0,NE,NO2,gray
2019-05-07,2,NENO2,0.0,NE,NO2,gray
2019-05-07,3,NENO2,0.0,NE,NO2,gray
2019-05-07,4,NENO2,0.0,NE,NO2,gray
2019-05-07,5,NENO2,20.0,NE,NO2,gray
2019-05-07,6,NENO2,21.0,NE,NO2,gray
2019-05-07,7,NENO2,21.0,NE,NO2,gray
2019-05-07,8,NENO2,20.0,NE,NO2,gray
2019-05-07,9,NENO2,26.0,NE,NO2,gray
2019-05-07,10,NENO2,32.0,NE,NO2,gray
2019-05-07,11,NENO2,24.0,NE,NO2,gray
2019-05-07,12,NENO2,21.0,NE,NO2,gray
2019-05-07,13,NENO2,9.0,NE,NO2,gray
